  -20.000000000000000                1           1
   4.0000000000000000                2           5
   4.0000000000000000             1024          11
   1.0000000000000000             1025          17
   4.0000000000000000                1          23
  -20.000000000000000                2          29
   4.0000000000000000                3          35
   1.0000000000000000             1024          41
   4.0000000000000000             1025          47
   1.0000000000000000             1026          53
   4.0000000000000000                2          59
  -20.000000000000000                3          65
   4.0000000000000000                4          71
   1.0000000000000000             1025          77
   4.0000000000000000             1026          83
   1.0000000000000000             1027          89
   4.0000000000000000                3          95
  -20.000000000000000                4         101
   4.0000000000000000                5         107
   1.0000000000000000             1026         113
   4.0000000000000000             1027         119
   1.0000000000000000             1028         125
   4.0000000000000000                4         131
  -20.000000000000000                5         137
   4.0000000000000000                6         143
   1.0000000000000000             1027         149
   4.0000000000000000             1028         155
   1.0000000000000000             1029         161
   4.0000000000000000                5         167
  -20.000000000000000                6         173
   4.0000000000000000                7         179
   1.0000000000000000             1028         185
   4.0000000000000000             1029         191
   1.0000000000000000             1030         197
   4.0000000000000000                6         203
  -20.000000000000000                7         209
   4.0000000000000000                8         215
   1.0000000000000000             1029         221
   4.0000000000000000             1030         227
   1.0000000000000000             1031         233
   4.0000000000000000                7         239
  -20.000000000000000                8         245
   4.0000000000000000                9         251
   1.0000000000000000             1030         257
   4.0000000000000000             1031         263
   1.0000000000000000             1032         269
   4.0000000000000000                8         275
  -20.000000000000000                9         281
   4.0000000000000000               10         287
   1.0000000000000000             1031         293
   4.0000000000000000             1032         299
   1.0000000000000000             1033         305
   4.0000000000000000                9         311
  -20.000000000000000               10         317
   4.0000000000000000               11         323
   1.0000000000000000             1032         329
   4.0000000000000000             1033         335
   1.0000000000000000             1034         341
   4.0000000000000000               10         347
  -20.000000000000000               11         353
   4.0000000000000000               12         359
   1.0000000000000000             1033         365
   4.0000000000000000             1034         371
   1.0000000000000000             1035         377
   4.0000000000000000               11         383
  -20.000000000000000               12         389
   4.0000000000000000               13         395
   1.0000000000000000             1034         401
   4.0000000000000000             1035         407
   1.0000000000000000             1036         413
   4.0000000000000000               12         419
  -20.000000000000000               13         425
   4.0000000000000000               14         431
   1.0000000000000000             1035         437
   4.0000000000000000             1036         443
   1.0000000000000000             1037         449
   4.0000000000000000               13         455
  -20.000000000000000               14         461
   4.0000000000000000               15         467
   1.0000000000000000             1036         473
   4.0000000000000000             1037         479
   1.0000000000000000             1038         485
   4.0000000000000000               14         491
  -20.000000000000000               15         497
   4.0000000000000000               16         503
   1.0000000000000000             1037         509
   4.0000000000000000             1038         515
   1.0000000000000000             1039         521
   4.0000000000000000               15         527
  -20.000000000000000               16         533
   4.0000000000000000               17         539
   1.0000000000000000             1038         545
   4.0000000000000000             1039         551
   1.0000000000000000             1040         557
   4.0000000000000000               16         563
  -20.000000000000000               17         569
   4.0000000000000000               18         575
   1.0000000000000000             1039         581
   4.0000000000000000             1040         587
   1.0000000000000000             1041         593
   4.0000000000000000               17         599
  -20.000000000000000               18         605
   4.0000000000000000               19         611
   1.0000000000000000             1040         617
   4.0000000000000000             1041         623
   1.0000000000000000             1042         629
   4.0000000000000000               18         635
  -20.000000000000000               19         641
   4.0000000000000000               20         647
   1.0000000000000000             1041         653
   4.0000000000000000             1042         659
   1.0000000000000000             1043         665
   4.0000000000000000               19         671
  -20.000000000000000               20         677
